VehID,DepartedTime,ArrivedTime,RouteID,TravelTime,AverageSpeed
03.0,1.000000,27.000000,route1A,26.000000,12.307692
06.0,1.000000,45.000000,route2B,44.000000,7.272727
01.0,2.000000,86.000000,route1,84.000000,9.880952
07.0,2.000000,28.000000,route3A,26.000000,12.307692
02.0,4.000000,103.000000,route2,99.000000,8.383838
06.1,4.000000,46.000000,route2B,42.000000,7.619048
01.1,5.000000,85.000000,route1,80.000000,10.375000
09.0,5.000000,34.000000,route4A,29.000000,11.034483
04.0,7.000000,39.000000,route1B,32.000000,10.000000
08.0,7.000000,34.000000,route3B,27.000000,11.851852
01.2,8.000000,107.000000,route1,99.000000,8.383838
02.1,8.000000,102.000000,route2,94.000000,8.829787
03.1,8.000000,40.000000,route1A,32.000000,10.000000
07.1,8.000000,38.000000,route3A,30.000000,10.666667
08.1,10.000000,40.000000,route3B,30.000000,10.666667
01.3,11.000000,107.000000,route1,96.000000,8.645833
02.2,11.000000,104.000000,route2,93.000000,8.924731
03.2,11.000000,39.000000,route1A,28.000000,11.428571
01.4,14.000000,109.000000,route1,95.000000,8.736842
02.3,14.000000,115.000000,route2,101.000000,8.217822
04.1,15.000000,50.000000,route1B,35.000000,9.142857
07.2,16.000000,48.000000,route3A,32.000000,10.000000
01.5,17.000000,109.000000,route1,92.000000,9.021739
04.2,18.000000,49.000000,route1B,31.000000,10.322581
02.4,18.000000,125.000000,route2,107.000000,7.757009
05.0,19.000000,48.000000,route2A,29.000000,11.034483
01.6,20.000000,108.000000,route1,88.000000,9.431818
02.5,21.000000,114.000000,route2,93.000000,8.924731
04.3,21.000000,51.000000,route1B,30.000000,10.666667
10.0,21.000000,58.000000,route4B,37.000000,8.648649
01.7,23.000000,121.000000,route1,98.000000,8.469388
02.6,24.000000,123.000000,route2,99.000000,8.383838
04.4,25.000000,60.000000,route1B,35.000000,9.142857
05.1,25.000000,54.000000,route2A,29.000000,11.034483
06.2,25.000000,51.000000,route2B,26.000000,12.307692
01.8,26.000000,119.000000,route1,93.000000,8.924731
